,cluster_x,cluster_y,s1_afv_nodes,s1_afv_poi,type,bag,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,rest,plastic,papier,glas,textiel,totaal,move_rest,rest_threshold
0,120281,492256,934079.0,17420.0,afval_cluster,120280.531|492255.814,['Rest:1'],['Rest:5 m3'],Weegschaalhof,N65a,N65,N,1,0,0,0,0,1,True,0.0
1,120305,492122,661343.0,45115.0,afval_cluster,120304.678|492121.716,['Rest:1'],['Rest:5 m3'],Perseusstraat,N65a,N65,N,1,0,0,0,0,1,True,0.0
2,120383,492406,659554.0,136420.0,afval_cluster,120383.060|492405.854,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Schutterweg,N65a,N65,N,1,0,1,1,0,3,True,0.0
3,120407,492303,908954.0,159170.0,afval_cluster,120406.779|492303.482,['Rest:1'],['Rest:5 m3'],Eclipshof,N65a,N65,N,1,0,0,0,0,1,True,0.0
4,120444,492199,795129.0,15342.0,afval_cluster,120443.547|492199.150,['Rest:1'],['Rest:5 m3'],Nadirstraat,N65a,N65,N,1,0,0,0,0,1,True,0.0
5,120466,491913,753563.0,124170.0,afval_cluster,120465.814|491913.247,['Rest:1'],['Rest:5 m3'],Kometensingel,N65b,N65,N,1,0,0,0,0,1,True,0.0
6,120470,492255,702745.0,133088.0,afval_cluster,120469.945|492255.348,['Rest:1'],['Rest:5 m3'],Telescoophof,N65a,N65,N,1,0,0,0,0,1,True,0.0
7,120474,492376,944277.0,41545.0,afval_cluster,120473.891|492375.820,['Rest:1'],['Rest:5 m3'],Stierstraat,N65a,N65,N,1,0,0,0,0,1,True,0.0
8,120532,492335,725750.0,93517.0,afval_cluster,120531.941|492334.880,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3', 'Plastic:4 m3']",Virgohof,N65a,N65,N,1,1,1,1,0,4,True,0.0
9,120547,492202,966114.0,58833.0,afval_cluster,120546.673|492202.296,['Rest:1'],['Rest:5 m3'],Dolfijnhof,N65a,N65,N,1,0,0,0,0,1,True,0.0
10,120571,491831,699816.0,9811.0,afval_cluster,120570.816|491831.383,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Kometensingel,N65b,N65,N,1,0,1,1,0,3,True,0.0
11,120571,492056,729052.0,45339.0,afval_cluster,120571.022|492055.925,['Rest:1'],['Rest:5 m3'],Kometensingel,N65b,N65,N,1,0,0,0,0,1,True,0.0
12,120583,491990,528839.0,767.0,afval_cluster,120582.898|491990.427,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:4 m3']",Meteorenweg,N65b,N65,N,1,0,1,0,0,2,True,0.0
13,120608,492516,739366.0,4564.0,afval_cluster,120608.131|492515.995,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Reizigersweg,N66g,N66,N,1,0,1,1,0,3,True,0.0
14,120652,492608,513438.0,41730.0,afval_cluster,120651.968|492608.378,['Rest:1'],['Rest:5 m3'],Marskramerstraat,N66g,N66,N,1,0,0,0,0,1,True,0.0
15,120675,491853,759418.0,148928.0,afval_cluster,120675.268|491853.486,['Rest:1'],['Rest:5 m3'],Vegastraat,N65b,N65,N,1,0,0,0,0,1,True,0.0
