,cluster_x,cluster_y,s1_afv_nodes,s1_afv_poi,type,bag,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,rest,plastic,papier,glas,textiel,totaal,move_rest,rest_threshold
0,120383,492406,659554.0,136420.0,afval_cluster,120383.060|492405.854,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Schutterweg,N65a,N65,N,1,0,1,1,0,3,True,0.0
1,120583,491990,528839.0,767.0,afval_cluster,120582.898|491990.427,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:4 m3']",Meteorenweg,N65b,N65,N,1,0,1,0,0,2,True,0.0
2,120608,492516,739366.0,4564.0,afval_cluster,120608.131|492515.995,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Reizigersweg,N66g,N66,N,1,0,1,1,0,3,True,0.0
3,120798,492452,532087.0,50774.0,afval_cluster,120797.636|492452.287,['Rest:1'],['Rest:5 m3'],Reizigersweg,N66g,N66,N,1,0,0,0,0,1,True,0.0
4,120945,491702,499510.0,88486.0,afval_cluster,120945.083|491702.303,"['Rest:1', 'Glas:1', 'Papier:1', 'Textiel:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3', 'Textiel:3 m3']",Meteorenweg,N65b,N65,N,1,0,1,1,1,4,True,0.0
5,120969,491848,762191.0,80920.0,afval_cluster,120969.483|491848.077,['Rest:1'],['Rest:5 m3'],Orionplantsoen,N65b,N65,N,1,0,0,0,0,1,True,0.0
6,121046,491941,803406.0,108874.0,afval_cluster,121045.860|491941.284,['Rest:1'],['Rest:5 m3'],Orionplantsoen,N65b,N65,N,1,0,0,0,0,1,True,0.0
7,121047,492470,686089.0,78316.0,afval_cluster,121046.855|492470.391,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Torenmolen,N66f,N66,N,1,1,1,1,0,4,True,0.0
8,121051,492922,873517.0,58894.0,afval_cluster,121050.508|492922.169,['Rest:1'],['Rest:5 m3'],Orcastraat,N66c,N66,N,1,0,0,0,0,1,True,0.0
9,121061,492623,599549.0,47905.0,afval_cluster,121061.072|492622.789,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Handmolen,N66f,N66,N,1,1,1,1,0,4,True,0.0
10,121222,491346,874557.0,71290.0,afval_cluster,121222.140|491346.241,['Rest:1'],['Rest:5 m3'],Kometensingel,N65b,N65,N,1,0,0,0,0,1,True,0.0
11,121342,491951,933070.0,122249.0,afval_cluster,121341.513|491950.560,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Kleine Zonneplein,N65b,N65,N,1,0,1,1,0,3,True,0.0
12,121429,492283,818388.0,43999.0,afval_cluster,121429.203|492282.681,"['Glas:1', 'Papier:1', 'Textiel:1']","['Glas:5 m3', 'Papier:5 m3', 'Textiel:3 m3']",Stellingweg,N66f,N66,N,0,0,1,1,1,3,True,0.0
13,121453,492276,850641.0,164827.0,afval_cluster,121453.416|492276.483,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:5 m3']",Stellingweg,N66f,N66,N,1,1,0,0,0,2,True,0.0
14,121542,491459,579579.0,104548.0,afval_cluster,121541.936|491459.365,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1', 'Textiel:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3', 'Plastic:4 m3', 'Textiel:3 m3']",Pomonastraat,N65c,N65,N,1,1,1,1,1,5,True,0.0
15,121562,492758,877561.0,145655.0,afval_cluster,121562.469|492758.402,"['Glas:1', 'Papier:1']","['Glas:3 m3', 'Papier:3 m3']",Lange Vonder,N66d,N66,N,0,0,1,1,0,2,True,0.0
16,121636,490955,715006.0,96641.0,afval_cluster,121635.730|490953.765,"['Rest:1', 'Glas:1']","['Rest:5 m3', 'Glas:3 m3']",Krasseurstraat,N65c,N65,N,1,0,0,1,0,2,True,0.0
17,121679,491151,738899.0,24485.0,afval_cluster,121679.271|491150.743,['Rest:1'],['Rest:5 m3'],Klinkerweg,N65c,N65,N,1,0,0,0,0,1,True,0.0
18,121720,490960,569108.0,121944.0,afval_cluster,121720.418|490959.687,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:3 m3', 'Papier:3 m3', 'Plastic:4 m3']",Nageljongenstraat,N65c,N65,N,0,1,1,1,0,3,True,0.0
19,121729,491044,684525.0,67619.0,afval_cluster,121728.651|491043.627,['Rest:1'],['Rest:5 m3'],Tuigerstraat,N65c,N65,N,1,0,0,0,0,1,True,0.0
20,121748,491508,588319.0,78918.0,afval_cluster,121747.571|491507.893,['Papier:1'],['Papier:3 m3'],Pruimenstraat,N65c,N65,N,0,0,1,0,0,1,True,0.0
21,121754,491115,788280.0,139498.0,afval_cluster,121753.771|491114.783,['Rest:1'],['Rest:5 m3'],Nageljongenstraat,N65c,N65,N,1,0,0,0,0,1,True,0.0
22,121780,491810,941815.0,137149.0,afval_cluster,121780.357|491809.643,['Rest:1'],['Rest:5 m3'],Pomonastraat,N65c,N65,N,1,0,0,0,0,1,True,0.0
23,121857,488863,701135.0,74536.0,afval_cluster,121857.192|488862.983,"['Papier:1', 'Plastic:1']","['Papier:5 m3', 'Plastic:5 m3']",Spadinalaan,N71h,N71,N,0,1,1,0,0,2,True,0.0
24,122025,491114,880744.0,77372.0,afval_cluster,122025.292|491113.734,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Tuinderijlaan,N65d,N65,N,1,1,1,1,0,4,True,0.0
25,122026,491251,739503.0,110369.0,afval_cluster,122026.160|491250.614,['Rest:1'],['Rest:5 m3'],Goudbalpad,N65d,N65,N,1,0,0,0,0,1,True,0.0
26,122104,492546,728162.0,23376.0,afval_cluster,122104.244|492545.731,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3', 'Plastic:4 m3']",Stentorstraat,N67a,N67,N,1,1,1,1,0,4,True,0.0
27,122219,492402,501360.0,33016.0,afval_cluster,122219.188|492401.673,['Rest:1'],['Rest:5 m3'],Astasiastraat,N67a,N67,N,1,0,0,0,0,1,True,0.0
28,122224,489992,594130.0,23258.0,afval_cluster,122224.249|489992.034,"['Rest:3', 'Glas:2', 'Papier:2', 'Plastic:1']","['Rest:15 m3', 'Glas:8 m3', 'Papier:8 m3', 'Plastic:5 m3']",Ridderspoorweg,N71c,N71,N,3,1,2,2,0,8,True,0.0
29,122314,490559,665429.0,62670.0,afval_cluster,122314.408|490559.318,['Rest:1'],['Rest:5 m3'],Buiksloterbreek,N70e,N70,N,1,0,0,0,0,1,True,0.0
30,122340,488741,705428.0,133379.0,afval_cluster,122339.549|488740.901,['Rest:1'],['Rest:5 m3'],Laanweg,N60a,N60,N,1,0,0,0,0,1,True,0.0
31,122404,489243,710411.0,93433.0,afval_cluster,122403.668|489242.531,['Rest:1'],['Rest:5 m3'],Lupineplein,N60a,N60,N,1,0,0,0,0,1,True,0.0
32,122531,489109,579016.0,145523.0,afval_cluster,122530.597|489108.773,"['Rest:1', 'Glas:1']","['Rest:5 m3', 'Glas:3 m3']",Van der Pekstraat,N60a,N60,N,1,0,0,1,0,2,True,0.0
33,122548,490958,629691.0,36202.0,afval_cluster,122548.021|490957.597,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Botterstraat,N70a,N70,N,2,1,1,1,0,5,True,0.0
34,122557,488973,568456.0,924.0,afval_cluster,122556.934|488973.442,['Rest:1'],['Rest:5 m3'],Meidoornplein,N60a,N60,N,1,0,0,0,0,1,True,0.0
35,122632,489030,562110.0,36295.0,afval_cluster,122632.014|489029.859,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Meidoornplein,N60a,N60,N,1,0,1,1,0,3,True,0.0
36,122646,490539,555633.0,136601.0,afval_cluster,122645.564|490538.834,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Marjoleinstraat,N70f,N70,N,1,0,1,1,0,3,True,0.0
37,122647,488446,719062.0,92702.0,afval_cluster,122646.652|488446.212,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",IJplein,N61a,N61,N,1,0,1,1,0,3,True,0.0
38,122662,488369,683623.0,137289.0,afval_cluster,122661.718|488369.196,['Rest:1'],['Rest:5 m3'],IJplein,N61a,N61,N,1,0,0,0,0,1,True,0.0
39,122668,491038,868293.0,159596.0,afval_cluster,122667.806|491038.380,['Rest:1'],['Rest:5 m3'],Dekschuitstraat,N70a,N70,N,1,0,0,0,0,1,True,0.0
40,122677,488665,543718.0,166167.0,afval_cluster,122676.698|488664.687,['Rest:1'],['Rest:5 m3'],Reigerweg,N61b,N61,N,1,0,0,0,0,1,True,0.0
41,122682,490139,602632.0,106.0,afval_cluster,122681.510|490138.901,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Kamperfoelieweg,N60b,N60,N,1,1,1,1,0,4,True,0.0
42,122697,491180,796800.0,46068.0,afval_cluster,122696.686|491180.454,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:5 m3']",Aakstraat,N70a,N70,N,1,1,0,0,0,2,True,0.0
43,122733,489463,882831.0,103268.0,afval_cluster,122733.466|489463.473,"['Glas:1', 'Papier:1']","['Glas:3 m3', 'Papier:3 m3']",Mosplein,N60b,N60,N,0,0,1,1,0,2,True,0.0
